,image_path,h,w,f_i,x1,y1,x2,y2,emotion,emo_confidence
1161,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,6,135,130,154,156,surprise,0.0
1162,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,7,364,116,379,137,sad,0.0
1163,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,8,384,154,400,185,angry,0.0
1164,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,9,185,69,196,86,angry,0.0
1165,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,10,257,107,271,128,sad,0.0
1166,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,11,0,78,9,96,angry,0.0
1167,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,12,209,90,225,112,sad,0.0
1168,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,13,184,138,201,164,sad,0.0
1169,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,14,118,83,132,102,angry,0.0
1170,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,15,311,75,324,93,angry,0.0
1171,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,16,70,132,86,150,angry,0.0
1172,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,17,17,117,34,139,fear,0.0
1173,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,18,348,59,360,74,surprise,0.0
1174,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,19,147,59,158,76,fear,0.0
1175,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,20,221,68,234,88,angry,0.0
1176,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,21,136,34,147,50,sad,0.0
1177,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,22,78,78,91,97,fear,0.0
1178,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,23,267,75,278,92,sad,0.0
1179,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,24,6,46,17,60,neutral,0.0
1180,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,25,235,52,245,67,sad,0.0
1181,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,26,170,39,180,53,happy,0.0
1182,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,27,310,33,320,48,sad,0.0
1183,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,28,187,21,197,34,angry,0.0
1184,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,29,304,58,314,73,fear,0.0
1185,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,30,277,33,287,47,fear,0.0
1186,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,31,102,31,112,45,sad,0.0
1187,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,32,35,46,46,61,happy,0.0
1188,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,33,244,33,254,46,neutral,0.0
1189,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,34,339,20,348,32,sad,0.0
1190,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,35,248,11,257,23,sad,0.0
1191,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,36,198,42,208,57,angry,0.0
1192,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,37,193,9,202,21,sad,0.0
1193,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,38,223,12,231,23,sad,0.0
1194,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,39,155,24,163,36,sad,0.0
1195,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,40,111,51,122,67,happy,0.0
1196,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,41,344,40,354,53,sad,0.0
1197,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,42,306,19,315,31,sad,0.0
1198,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,43,272,50,281,62,neutral,0.0
1199,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,44,361,22,371,35,neutral,0.0
1200,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,45,140,2,149,13,sad,0.0
1201,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,46,168,8,176,18,fear,0.0
1202,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,47,279,18,287,27,sad,0.0
1203,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,48,371,40,381,54,sad,0.0
1204,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,49,67,17,76,31,angry,0.0
1205,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,50,95,5,103,16,sad,0.0
1206,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,51,388,67,399,82,sad,0.0
1207,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,52,360,8,370,20,angry,0.0
1208,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,53,214,37,222,48,sad,0.0
1209,C:\mywork\ml\deepfaceAndEmotion\source\0ce065f6876e494aa90536855c8223e4.jpg,225,400,54,67,53,78,68,sad,0.0
1210,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,0,79,947,174,1060,angry,0.0
1211,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,1,1030,998,1116,1100,neutral,0.94
1212,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,2,3090,436,3174,533,sad,0.0
1213,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,3,1405,791,1488,902,happy,0.0
1214,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,4,896,353,979,463,angry,0.0
1215,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,5,2939,1216,3027,1323,sad,0.0
1216,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,6,2524,803,2604,900,angry,0.0
1217,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,7,2079,1055,2167,1157,neutral,0.0
1218,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,8,232,830,312,931,happy,0.0
1219,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,9,989,1472,1071,1568,sad,0.0
1220,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,10,1424,939,1506,1042,happy,0.0
1221,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,11,237,353,314,443,neutral,0.0
1222,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,12,1770,1012,1855,1120,happy,0.0
1223,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,13,695,1166,785,1264,neutral,0.0
1224,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,14,75,1247,162,1353,angry,0.0
1225,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,15,771,715,850,814,sad,0.0
1226,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,16,1219,1181,1304,1292,angry,0.0
1227,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,17,3215,939,3295,1031,sad,0.0
1228,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,18,3225,1269,3311,1368,sad,0.0
1229,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,19,2190,1177,2280,1279,sad,0.0
1230,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,20,362,445,445,549,neutral,0.0
1231,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,21,3405,767,3498,869,neutral,0.0
1232,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,22,2281,698,2368,806,neutral,0.0
1233,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,23,2979,676,3057,768,sad,0.0
1234,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,24,1779,787,1866,889,angry,0.0
1235,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,25,1206,1084,1289,1178,happy,0.0
1236,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,26,1095,525,1178,632,neutral,0.0
1237,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,27,2400,1067,2485,1161,neutral,0.0
1238,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,28,2611,688,2699,788,neutral,0.0
1239,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,29,2060,595,2147,697,angry,0.0
1240,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,30,2617,383,2694,474,happy,0.94
1241,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,31,2069,914,2152,1003,neutral,0.0
1242,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,32,2853,924,2933,1020,angry,0.0
1243,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,33,1113,372,1192,468,angry,0.0
1244,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,34,1890,413,1975,524,neutral,0.0
1245,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,35,1419,342,1505,447,angry,0.0
1246,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,36,442,1152,522,1258,angry,0.0
1247,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,37,0,599,80,692,fear,0.0
1248,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,38,916,1062,992,1158,neutral,0.0
1249,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,39,2232,359,2313,458,sad,0.0
1250,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,40,744,861,832,955,surprise,0.0
1251,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,41,1661,343,1736,440,neutral,0.0
1252,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,42,1089,677,1172,786,neutral,0.0
1253,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,43,97,729,182,827,sad,0.0
1254,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,44,1218,495,1300,598,sad,0.0
1255,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,45,648,1068,726,1167,fear,0.0
1256,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,46,3080,799,3157,891,disgust,0.0
1257,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,47,3337,1152,3411,1238,neutral,0.0
1258,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,48,516,827,602,926,fear,0.0
1259,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,49,1128,811,1215,909,happy,0.0
1260,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,50,1900,1295,1981,1382,neutral,0.0
1261,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,51,3065,1105,3136,1179,sad,0.0
1262,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,52,1411,591,1489,693,sad,0.0
1263,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,53,1540,1171,1622,1263,happy,0.0
1264,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,54,3261,730,3336,818,sad,0.0
1265,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,55,2754,517,2826,600,happy,0.0
1266,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,56,1334,1210,1421,1339,angry,0.0
1267,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,57,459,696,543,793,sad,0.0
1268,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,58,265,570,339,667,angry,0.0
1269,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,59,2591,1167,2679,1254,angry,0.0
1270,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,60,2882,361,2959,456,angry,0.0
1271,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,61,578,342,658,438,angry,0.0
1272,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,62,329,977,399,1070,fear,0.0
1273,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,63,3134,1228,3201,1305,neutral,0.0
1274,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,64,625,473,704,566,sad,0.0
1275,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,65,986,1336,1064,1416,neutral,0.0
1276,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,66,2761,1230,2828,1314,sad,0.0
1277,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,67,2555,1293,2642,1379,happy,0.0
1278,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,68,691,983,768,1068,fear,0.0
1279,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,69,365,1073,446,1164,fear,0.0
1280,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,70,1919,345,1990,432,sad,0.0
1281,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,71,2900,1575,2984,1672,neutral,0.0
1282,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,72,3279,380,3352,461,neutral,0.0
1283,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,73,2072,808,2152,891,sad,0.0
1284,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,74,1831,1157,1906,1244,neutral,0.0
1285,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,75,46,1152,125,1241,fear,0.0
1286,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,76,450,1463,531,1550,sad,0.0
1287,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,77,1488,1069,1564,1160,neutral,0.0
1288,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,78,1946,1660,2018,1733,neutral,0.0
1289,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,79,3129,1529,3194,1615,sad,0.0
1290,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,80,3438,955,3502,1040,happy,0.0
1291,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,81,730,1484,813,1575,surprise,0.0
1292,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,82,2419,940,2498,1026,sad,0.0
1293,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,83,3176,1157,3257,1247,sad,0.0
1294,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,84,454,1317,527,1397,neutral,0.0
1295,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,85,1727,666,1807,753,neutral,0.0
1296,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,86,1728,957,1793,1027,sad,0.0
1297,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,87,1407,1500,1490,1589,happy,0.0
1298,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,88,3266,648,3336,729,angry,0.0
1299,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,89,1531,751,1614,848,happy,0.0
1300,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,90,2813,1529,2878,1612,sad,0.0
1301,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,91,3163,1158,3248,1264,sad,0.0
1302,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,92,129,1545,207,1628,sad,0.0
1303,C:\mywork\ml\deepfaceAndEmotion\source\0d1c47153c38473d9b73f9d7bb9167c6.jpg,2336,3504,93,1720,952,1783,1029,neutral,0.0
1304,C:\mywork\ml\deepfaceAndEmotion\source\0d461deffe324016ab2254c95d1a022c.jpg,900,600,0,357,140,543,404,happy,0.0
1305,C:\mywork\ml\deepfaceAndEmotion\source\0d461deffe324016ab2254c95d1a022c.jpg,900,600,1,81,67,251,327,sad,0.0
1306,C:\mywork\ml\deepfaceAndEmotion\source\0d837dd8fd764cbf98dd135b42193ef1.jpg,556,767,0,170,85,301,243,happy,0.0
1307,C:\mywork\ml\deepfaceAndEmotion\source\0d837dd8fd764cbf98dd135b42193ef1.jpg,556,767,1,578,134,705,271,happy,0.0
1308,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,0,118,86,193,182,neutral,0.0
1309,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,1,269,86,324,161,angry,0.0
1310,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,2,87,38,133,100,neutral,0.0
1311,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,3,348,65,394,131,angry,0.0
1312,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,4,398,58,440,119,angry,0.0
1313,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,5,453,73,489,120,neutral,0.0
1314,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,6,185,38,224,92,fear,0.0
1315,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,7,1,153,75,252,angry,0.0
1316,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,8,0,45,22,108,sad,0.0
1317,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,9,442,28,468,62,sad,0.0
1318,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,10,148,25,174,60,neutral,0.0
1319,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,11,260,15,286,50,neutral,0.0
1320,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,12,246,42,280,88,angry,0.0
1321,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,13,293,23,316,55,sad,0.0
1322,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,14,67,5,98,45,sad,0.0
1323,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,15,307,51,335,91,sad,0.0
1324,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,16,398,30,425,62,fear,0.0
1325,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,17,113,0,135,30,sad,0.0
1326,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,18,221,11,243,38,neutral,0.0
1327,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,19,285,4,302,28,sad,0.0
1328,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,20,359,36,390,76,fear,0.0
1329,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,21,353,9,374,37,neutral,0.0
1330,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,22,146,0,169,23,sad,0.0
1331,C:\mywork\ml\deepfaceAndEmotion\source\0e1757097a784092a9e1a4f8de9fcd22.jpg,273,500,23,209,28,233,60,happy,0.0
1332,C:\mywork\ml\deepfaceAndEmotion\source\0e2132335edd4c2ab675b7362664aecb.jpg,720,1280,0,198,171,383,413,happy,0.0
1333,C:\mywork\ml\deepfaceAndEmotion\source\0e2132335edd4c2ab675b7362664aecb.jpg,720,1280,1,876,442,965,571,angry,0.0
1334,C:\mywork\ml\deepfaceAndEmotion\source\0e2132335edd4c2ab675b7362664aecb.jpg,720,1280,2,678,507,762,606,neutral,0.0
1335,C:\mywork\ml\deepfaceAndEmotion\source\0e2132335edd4c2ab675b7362664aecb.jpg,720,1280,3,1018,607,1049,646,neutral,0.0
1336,C:\mywork\ml\deepfaceAndEmotion\source\0e2132335edd4c2ab675b7362664aecb.jpg,720,1280,4,1187,605,1215,634,sad,0.0
1337,C:\mywork\ml\deepfaceAndEmotion\source\0e2132335edd4c2ab675b7362664aecb.jpg,720,1280,5,1122,591,1141,627,sad,0.0
1338,C:\mywork\ml\deepfaceAndEmotion\source\0e44257b8dad495e97144314455849f2.jpg,432,768,0,215,131,241,163,neutral,0.0
1339,C:\mywork\ml\deepfaceAndEmotion\source\0e44257b8dad495e97144314455849f2.jpg,432,768,1,486,116,512,150,neutral,0.0
1340,C:\mywork\ml\deepfaceAndEmotion\source\0e44257b8dad495e97144314455849f2.jpg,432,768,2,650,110,675,142,angry,0.0
1341,C:\mywork\ml\deepfaceAndEmotion\source\0e44257b8dad495e97144314455849f2.jpg,432,768,3,318,116,345,151,angry,0.0
